stage_id,well_id,stage_number,start_datetime,duration_min,fluid_type,proppant_type,status,cluster_count,perforation_start_m,perforation_end_m
STG-01166,WL-038,7,2022-12-13 19:17,133.0,Linear Gel,30/50 Ceramic,Completed,8,415.0,467.0
STG-01167,WL-038,8,2022-12-13 22:52,204.0,Linear Gel,20/40 RCP,Completed,6,467.0,520.0
STG-01168,WL-038,9,2022-12-14 08:21,167.0,Crosslinked Gel,30/50 Ceramic,Completed,8,520.0,572.0
STG-01169,WL-038,10,2022-12-14 20:41,177.0,Crosslinked Gel,40/70 Sand,Completed,6,572.0,624.0
STG-01170,WL-038,11,2022-12-15 00:29,237.0,Linear Gel,40/70 Sand,Completed,7,624.0,677.0
STG-01171,WL-038,12,2022-12-14 10:28,214.0,Hybrid,40/70 Sand,Completed,6,677.0,729.0
STG-01172,WL-038,13,2022-12-14 17:36,176.0,Slickwater,100 Mesh Sand,Screen-out,4,729.0,782.0
STG-01173,WL-038,14,2022-12-15 00:28,120.0,Hybrid,30/50 Ceramic,Completed,4,782.0,834.0
STG-01174,WL-038,15,2022-12-15 08:25,218.0,Slickwater,30/50 Ceramic,Completed,7,834.0,887.0
STG-01175,WL-038,16,2022-12-15 18:12,217.0,Crosslinked Gel,40/70 Sand,Completed,8,887.0,939.0
STG-01176,WL-038,17,2022-12-15 10:10,99.0,Crosslinked Gel,20/40 RCP,Completed,8,939.0,992.0
STG-01177,WL-038,18,2022-12-16 16:13,157.0,Hybrid,100 Mesh Sand,Completed,7,992.0,1044.0
STG-01178,WL-038,19,2022-12-16 13:28,184.0,Slickwater,30/50 Ceramic,Screen-out,5,1044.0,1096.0
STG-01179,WL-038,20,2022-12-15 12:25,93.0,Hybrid,30/50 Ceramic,Completed,4,1096.0,1149.0
STG-01180,WL-038,21,2022-12-16 15:53,193.0,Slickwater,100 Mesh Sand,Completed,7,1149.0,1201.0
STG-01181,WL-038,22,2022-12-17 08:36,194.0,Crosslinked Gel,100 Mesh Sand,Completed,4,1201.0,1254.0
STG-01182,WL-038,23,2022-12-16 13:18,135.0,Linear Gel,40/70 Sand,Completed,7,1254.0,1306.0
STG-01183,WL-038,24,2022-12-17 08:05,211.0,Slickwater,30/50 Ceramic,Completed,7,1306.0,1359.0
STG-01184,WL-038,25,2022-12-18 14:24,122.0,Slickwater,40/70 Sand,Screen-out,5,1359.0,1411.0
STG-01185,WL-038,26,2022-12-17 16:32,91.0,Linear Gel,100 Mesh Sand,Partial,4,1411.0,1464.0
STG-01186,WL-038,27,2022-12-17 01:17,192.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1464.0,1516.0
STG-01187,WL-038,28,2022-12-17 16:51,134.0,Hybrid,100 Mesh Sand,Completed,6,1516.0,1568.0
STG-01188,WL-038,29,2022-12-18 21:28,201.0,Crosslinked Gel,30/50 Ceramic,Completed,5,1568.0,1621.0
STG-01189,WL-038,30,2022-12-20 05:39,201.0,Crosslinked Gel,100 Mesh Sand,Completed,6,1621.0,1673.0
STG-01190,WL-038,31,2022-12-20 01:04,203.0,Slickwater,30/50 Ceramic,Completed,5,1673.0,1726.0
STG-01191,WL-038,32,2022-12-17 11:06,189.0,Linear Gel,40/70 Sand,Completed,4,1726.0,1778.0
STG-01192,WL-038,33,2022-12-19 22:04,217.0,Hybrid,20/40 RCP,Completed,5,1778.0,1831.0
STG-01193,WL-038,34,2022-12-19 11:43,103.0,Linear Gel,30/50 Ceramic,Completed,8,1831.0,1883.0
STG-01194,WL-038,35,2022-12-18 15:35,102.0,Hybrid,40/70 Sand,Completed,5,1883.0,1936.0
STG-01195,WL-038,36,2022-12-19 22:00,151.0,Hybrid,40/70 Sand,Completed,6,1936.0,1988.0
STG-01196,WL-039,1,2019-04-29 00:00,142.0,Hybrid,20/40 RCP,Completed,5,100.0,151.0
STG-01197,WL-039,2,2019-04-29 04:58,211.0,Hybrid,30/50 Ceramic,Screen-out,4,151.0,202.0
STG-01198,WL-039,3,2019-04-29 09:20,101.0,Slickwater,40/70 Sand,Screen-out,6,202.0,253.0
STG-01199,WL-039,4,2019-04-29 16:33,168.0,Hybrid,100 Mesh Sand,Completed,6,253.0,305.0
STG-01200,WL-039,5,2019-04-29 22:33,102.0,Linear Gel,20/40 RCP,Screen-out,6,305.0,356.0
STG-01201,WL-039,6,2019-04-29 21:38,209.0,Crosslinked Gel,40/70 Sand,Completed,5,356.0,407.0
STG-01202,WL-039,7,2019-04-29 19:55,98.0,Hybrid,100 Mesh Sand,Completed,8,407.0,458.0
STG-01203,WL-039,8,2019-04-30 09:57,150.0,Hybrid,40/70 Sand,Completed,5,458.0,509.0
STG-01204,WL-039,9,2019-04-30 16:29,125.0,Crosslinked Gel,100 Mesh Sand,Completed,7,509.0,560.0
STG-01205,WL-039,10,2019-04-30 06:37,211.0,Linear Gel,30/50 Ceramic,Completed,5,560.0,612.0
STG-01206,WL-039,11,2019-05-01 07:33,151.0,Linear Gel,20/40 RCP,Completed,5,612.0,663.0
STG-01207,WL-039,12,2019-04-30 14:24,138.0,Hybrid,100 Mesh Sand,Completed,7,663.0,714.0
STG-01208,WL-039,13,2019-05-01 15:31,124.0,Slickwater,30/50 Ceramic,Completed,7,714.0,765.0
STG-01209,WL-039,14,2019-04-30 23:40,237.0,Hybrid,40/70 Sand,Completed,4,765.0,816.0
STG-01210,WL-039,15,2019-05-01 01:26,144.0,Linear Gel,20/40 RCP,Completed,6,816.0,867.0
STG-01211,WL-039,16,2019-05-02 12:00,108.0,Hybrid,20/40 RCP,Completed,7,867.0,918.0
STG-01212,WL-039,17,2019-05-02 13:15,165.0,Linear Gel,30/50 Ceramic,Completed,7,918.0,970.0
STG-01213,WL-039,18,2019-05-02 10:11,178.0,Slickwater,100 Mesh Sand,Completed,7,970.0,1021.0
STG-01214,WL-039,19,2019-05-02 06:40,101.0,Slickwater,40/70 Sand,Screen-out,8,1021.0,1072.0
STG-01215,WL-039,20,2019-05-02 15:39,126.0,Slickwater,20/40 RCP,Completed,8,1072.0,1123.0
STG-01216,WL-039,21,2019-05-03 09:54,213.0,Slickwater,40/70 Sand,Completed,6,1123.0,1174.0
STG-01217,WL-039,22,2019-05-02 18:41,173.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1174.0,1225.0
STG-01218,WL-039,23,2019-05-02 04:59,111.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1225.0,1276.0
STG-01219,WL-039,24,2019-05-04 11:21,131.0,Linear Gel,20/40 RCP,Completed,4,1276.0,1328.0
STG-01220,WL-039,25,2019-05-04 04:01,133.0,Slickwater,40/70 Sand,Completed,8,1328.0,1379.0
STG-01221,WL-039,26,2019-05-05 01:20,184.0,Hybrid,20/40 RCP,Completed,7,1379.0,1430.0
STG-01222,WL-039,27,2019-05-03 07:13,202.0,Slickwater,40/70 Sand,Completed,7,1430.0,1481.0
STG-01223,WL-039,28,2019-05-04 08:48,90.0,Hybrid,20/40 RCP,Completed,4,1481.0,1532.0
STG-01224,WL-039,29,2019-05-03 09:00,97.0,Hybrid,100 Mesh Sand,Completed,4,1532.0,1583.0
STG-01225,WL-039,30,2019-05-03 00:55,196.0,Linear Gel,30/50 Ceramic,Completed,4,1583.0,1634.0
STG-01226,WL-039,31,2019-05-04 17:08,216.0,Linear Gel,40/70 Sand,Completed,7,1634.0,1686.0
STG-01227,WL-039,32,2019-05-05 00:10,127.0,Slickwater,40/70 Sand,Completed,6,1686.0,1737.0
STG-01228,WL-039,33,2019-05-05 06:17,137.0,Hybrid,40/70 Sand,Completed,5,1737.0,1788.0
STG-01229,WL-039,34,2019-05-03 20:42,144.0,Slickwater,20/40 RCP,Completed,6,1788.0,1839.0
STG-01230,WL-039,35,2019-05-04 13:34,216.0,Linear Gel,30/50 Ceramic,Completed,5,1839.0,1890.0
STG-01231,WL-039,36,2019-05-03 21:20,208.0,Hybrid,40/70 Sand,Completed,4,1890.0,1941.0
STG-01232,WL-039,37,2019-05-06 07:14,155.0,Crosslinked Gel,100 Mesh Sand,Completed,7,1941.0,1993.0
STG-01233,WL-039,38,2019-05-05 22:14,147.0,Linear Gel,100 Mesh Sand,Screen-out,8,1993.0,2044.0
STG-01234,WL-039,39,2019-05-07 22:37,103.0,Hybrid,40/70 Sand,Screen-out,8,2044.0,2095.0
STG-01235,WL-039,40,2019-05-07 02:09,164.0,Linear Gel,20/40 RCP,Completed,7,2095.0,2146.0
STG-01236,WL-040,1,2022-08-17 00:00,185.0,Slickwater,40/70 Sand,Completed,8,100.0,247.0
STG-01237,WL-040,2,2022-08-17 03:50,91.0,Hybrid,100 Mesh Sand,Completed,5,247.0,394.0
STG-01238,WL-040,3,2022-08-17 06:53,197.0,Crosslinked Gel,100 Mesh Sand,Completed,5,394.0,541.0
STG-01239,WL-040,4,2022-08-17 16:41,235.0,Crosslinked Gel,30/50 Ceramic,Completed,4,541.0,689.0
STG-01240,WL-040,5,2022-08-17 12:35,233.0,Linear Gel,40/70 Sand,Completed,5,689.0,836.0
STG-01241,WL-040,6,2022-08-18 01:04,135.0,Hybrid,20/40 RCP,Completed,8,836.0,983.0
STG-01242,WL-040,7,2022-08-18 00:29,207.0,Slickwater,100 Mesh Sand,Completed,6,983.0,1130.0
STG-01243,WL-040,8,2022-08-18 03:46,97.0,Linear Gel,100 Mesh Sand,Completed,7,1130.0,1277.0
STG-01244,WL-040,9,2022-08-18 20:14,234.0,Slickwater,30/50 Ceramic,Completed,7,1277.0,1424.0
STG-01245,WL-040,10,2022-08-18 06:37,155.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1424.0,1572.0
STG-01246,WL-040,11,2022-08-18 18:24,121.0,Hybrid,40/70 Sand,Completed,8,1572.0,1719.0
STG-01247,WL-040,12,2022-08-18 10:55,145.0,Slickwater,20/40 RCP,Completed,8,1719.0,1866.0
STG-01248,WL-040,13,2022-08-19 21:37,205.0,Crosslinked Gel,20/40 RCP,Completed,8,1866.0,2013.0
STG-01249,WL-040,14,2022-08-20 00:03,213.0,Crosslinked Gel,30/50 Ceramic,Completed,5,2013.0,2160.0
STG-01250,WL-040,15,2022-08-19 19:48,122.0,Linear Gel,20/40 RCP,Completed,7,2160.0,2307.0
STG-01251,WL-040,16,2022-08-20 09:21,161.0,Hybrid,30/50 Ceramic,Completed,5,2307.0,2454.0
STG-01252,WL-040,17,2022-08-19 00:04,122.0,Slickwater,20/40 RCP,Completed,4,2454.0,2602.0
STG-01253,WL-040,18,2022-08-20 16:36,181.0,Hybrid,20/40 RCP,Completed,7,2602.0,2749.0
STG-01254,WL-040,19,2022-08-19 08:27,110.0,Crosslinked Gel,40/70 Sand,Completed,4,2749.0,2896.0
STG-01255,WL-040,20,2022-08-20 21:30,201.0,Crosslinked Gel,30/50 Ceramic,Completed,4,2896.0,3043.0
