param_id,stage_id,well_id,treating_pressure_psi,isip_psi,frac_closure_pressure_psi,net_pressure_psi,slurry_rate_bpm,max_rate_bpm,proppant_concentration_lb_gal,total_fluid_mgal,total_proppant_klb,fluid_efficiency_pct,breakdown_pressure_psi,friction_pressure_psi,bottomhole_pressure_psi
PRM-00893,STG-00894,WL-028,7668.0,3719.0,3409.0,4259.0,83.5,90.8,2.35,437.7,456.7,54.5,8266.0,2632.0,9417.0
PRM-00894,STG-00895,WL-029,7673.0,3655.0,3170.0,4503.0,74.9,75.5,0.56,349.8,227.7,61.3,9020.0,1797.0,10048.0
PRM-00895,STG-00896,WL-029,7218.0,3479.0,3103.0,4115.0,73.0,79.7,0.8,252.6,408.9,65.5,8170.0,2204.0,9653.0
PRM-00896,STG-00897,WL-029,6725.0,3750.0,3363.0,3362.0,84.5,89.8,0.86,511.1,317.3,42.1,7994.0,2420.0,8706.0
PRM-00897,STG-00898,WL-029,8695.0,4800.0,4340.0,4355.0,56.9,63.7,0.77,458.8,270.2,36.5,10413.0,1928.0,10554.0
PRM-00898,STG-00899,WL-029,6813.0,3875.0,3613.0,3200.0,98.2,105.3,1.33,613.7,533.3,62.0,7598.0,2094.0,8371.0
PRM-00899,STG-00900,WL-029,7063.0,3916.0,3421.0,3642.0,62.1,65.1,2.13,386.0,485.5,54.3,8048.0,1660.0,9155.0
PRM-00900,STG-00901,WL-029,7276.0,3277.0,2925.0,4351.0,64.0,68.9,2.08,232.2,536.7,40.9,8241.0,1431.0,9387.0
PRM-00901,STG-00902,WL-029,7398.0,4365.0,3874.0,3524.0,67.8,68.9,2.03,492.1,185.2,49.1,7960.0,1797.0,9316.0
PRM-00902,STG-00903,WL-029,8314.0,4887.0,4571.0,3743.0,76.0,82.5,0.88,449.4,277.8,53.2,8916.0,1920.0,10092.0
PRM-00903,STG-00904,WL-029,6463.0,3823.0,3336.0,3127.0,95.4,101.3,0.67,378.2,370.0,70.1,7298.0,1735.0,8171.0
PRM-00904,STG-00905,WL-029,7902.0,4111.0,3708.0,4194.0,68.7,72.8,1.17,323.2,536.1,55.9,9220.0,1744.0,9581.0
PRM-00905,STG-00906,WL-029,8470.0,4555.0,4041.0,4429.0,86.6,87.6,1.93,273.5,506.9,73.3,9446.0,2197.0,10636.0
PRM-00906,STG-00907,WL-029,6364.0,3585.0,3088.0,3276.0,92.2,93.4,1.61,405.8,359.5,48.6,6979.0,2726.0,8648.0
PRM-00907,STG-00908,WL-029,9979.0,5478.0,4862.0,5117.0,45.5,46.2,0.83,206.4,543.1,54.8,11786.0,2620.0,11490.0
PRM-00908,STG-00909,WL-029,7232.0,3297.0,2992.0,4240.0,93.9,105.4,2.23,407.0,399.8,66.5,8559.0,2084.0,9700.0
PRM-00909,STG-00910,WL-029,7953.0,4767.0,4237.0,3716.0,64.7,70.6,2.2,480.4,363.7,37.2,8955.0,2593.0,9666.0
PRM-00910,STG-00911,WL-029,8036.0,4133.0,3774.0,4262.0,74.3,83.2,1.38,294.6,371.0,53.1,9423.0,2054.0,9874.0
PRM-00911,STG-00912,WL-029,7410.0,4066.0,3525.0,3885.0,88.7,92.5,1.62,473.9,197.6,46.3,8529.0,1229.0,9666.0
PRM-00912,STG-00913,WL-029,6785.0,3591.0,3212.0,3573.0,68.6,77.3,2.27,253.5,208.4,59.6,7422.0,1873.0,8992.0
PRM-00913,STG-00914,WL-029,6617.0,3944.0,3354.0,3263.0,95.7,96.1,1.18,639.9,550.5,68.0,7146.0,1297.0,8354.0
PRM-00914,STG-00915,WL-029,8797.0,4782.0,4454.0,4343.0,69.5,72.9,1.51,364.3,523.5,74.3,10172.0,1300.0,10332.0
PRM-00915,STG-00916,WL-029,7084.0,3367.0,2893.0,4191.0,89.1,101.4,0.87,613.7,368.1,48.8,8403.0,2712.0,8590.0
PRM-00916,STG-00917,WL-030,7151.0,4193.0,3725.0,3426.0,80.7,92.1,0.65,493.5,217.7,62.7,8439.0,1786.0,8694.0
PRM-00917,STG-00918,WL-030,7474.0,4456.0,3792.0,3682.0,60.7,67.0,2.4,414.0,314.5,74.2,8930.0,1457.0,9155.0
PRM-00918,STG-00919,WL-030,9075.0,5090.0,4758.0,4317.0,67.2,72.6,2.42,526.1,415.8,51.6,10859.0,2131.0,11442.0
PRM-00919,STG-00920,WL-030,8252.0,4893.0,4179.0,4073.0,87.0,89.6,1.6,289.4,177.7,42.4,8980.0,1688.0,10112.0
PRM-00920,STG-00921,WL-030,6796.0,3101.0,2833.0,3963.0,87.0,97.8,1.57,377.1,342.8,52.1,7789.0,2726.0,9136.0
PRM-00921,STG-00922,WL-030,7361.0,3783.0,3587.0,3774.0,85.8,92.5,0.85,651.5,386.4,72.1,8179.0,2798.0,9440.0
PRM-00922,STG-00923,WL-030,7579.0,3723.0,3461.0,4118.0,61.3,64.0,2.14,269.8,279.7,42.8,9065.0,1779.0,9680.0
PRM-00923,STG-00924,WL-030,7082.0,3835.0,3415.0,3667.0,82.4,93.1,2.33,434.7,429.1,42.2,8014.0,2721.0,9207.0
PRM-00924,STG-00925,WL-030,7913.0,4557.0,4094.0,3819.0,97.8,108.1,1.05,328.6,240.0,44.1,8314.0,1749.0,10382.0
PRM-00925,STG-00926,WL-030,8352.0,4629.0,4013.0,4339.0,76.1,77.3,0.89,242.9,309.8,71.3,10019.0,1463.0,9907.0
PRM-00926,STG-00927,WL-030,7139.0,3432.0,3162.0,3977.0,72.1,79.0,0.9,547.5,466.5,50.5,8469.0,2751.0,8813.0
PRM-00927,STG-00928,WL-030,5899.0,2852.0,2590.0,3309.0,81.0,87.3,0.68,462.7,339.9,48.2,6674.0,2734.0,7605.0
PRM-00928,STG-00929,WL-030,7211.0,3317.0,2876.0,4335.0,82.1,89.1,0.71,391.7,184.7,63.1,7791.0,2269.0,8893.0
PRM-00929,STG-00930,WL-030,7598.0,4118.0,3886.0,3712.0,76.5,76.5,1.81,239.0,549.3,70.4,8054.0,2725.0,9380.0
PRM-00930,STG-00931,WL-030,6881.0,3212.0,2960.0,3921.0,89.1,99.3,2.39,703.5,405.3,45.5,7272.0,1203.0,8732.0
PRM-00931,STG-00932,WL-030,7321.0,3560.0,3352.0,3969.0,62.5,63.8,0.86,485.1,223.0,56.5,8338.0,2070.0,8920.0
PRM-00932,STG-00933,WL-030,7232.0,3684.0,3327.0,3905.0,67.5,71.9,1.62,347.0,436.0,50.5,8507.0,1551.0,9466.0
PRM-00933,STG-00934,WL-030,7392.0,4166.0,3580.0,3812.0,76.8,77.3,1.09,516.1,352.7,39.5,7969.0,2007.0,9741.0
PRM-00934,STG-00935,WL-030,7163.0,3301.0,3135.0,4028.0,82.8,89.1,1.62,356.1,494.9,48.8,7721.0,1208.0,9172.0
PRM-00935,STG-00936,WL-030,8336.0,4446.0,4058.0,4278.0,93.0,104.7,1.51,375.0,519.8,40.9,9822.0,2280.0,10006.0
PRM-00936,STG-00937,WL-030,9768.0,4855.0,4334.0,5434.0,50.0,57.4,2.18,268.8,311.4,66.4,11571.0,1902.0,11502.0
PRM-00937,STG-00938,WL-030,7098.0,3633.0,3105.0,3993.0,88.6,94.3,0.72,538.8,277.7,68.1,7479.0,2281.0,9530.0
PRM-00938,STG-00939,WL-030,8119.0,4841.0,4187.0,3932.0,98.5,108.9,0.97,354.1,214.0,64.0,9346.0,1738.0,9789.0
PRM-00939,STG-00940,WL-030,6659.0,3577.0,3162.0,3497.0,79.3,82.8,1.96,330.4,341.8,43.5,7257.0,1352.0,8506.0
PRM-00940,STG-00941,WL-030,6845.0,3766.0,3209.0,3636.0,88.7,98.5,1.66,649.7,535.7,73.4,8073.0,1469.0,8672.0
PRM-00941,STG-00942,WL-030,8427.0,4010.0,3625.0,4802.0,84.1,92.8,1.92,477.6,295.2,51.9,9928.0,2434.0,9992.0
PRM-00942,STG-00943,WL-030,6430.0,3431.0,3016.0,3414.0,98.3,101.8,2.26,723.3,328.0,56.3,6862.0,2079.0,7931.0
PRM-00943,STG-00944,WL-030,7990.0,3984.0,3526.0,4464.0,68.8,69.8,2.44,231.2,448.9,55.7,8645.0,2058.0,10325.0
PRM-00944,STG-00945,WL-030,8733.0,4639.0,4085.0,4648.0,97.1,103.8,2.36,561.2,368.5,42.5,10003.0,2000.0,10336.0
PRM-00945,STG-00946,WL-030,8567.0,4109.0,3773.0,4794.0,79.2,83.2,2.28,423.1,388.6,57.9,9570.0,2255.0,10118.0
PRM-00946,STG-00947,WL-031,8286.0,4134.0,3725.0,4561.0,58.8,66.4,0.87,227.2,293.0,51.7,9625.0,2570.0,10096.0
PRM-00947,STG-00948,WL-031,7450.0,3791.0,3339.0,4111.0,74.3,81.9,2.17,541.7,193.0,57.6,8310.0,2064.0,9148.0
PRM-00948,STG-00949,WL-031,7555.0,4421.0,3767.0,3788.0,70.4,78.1,2.24,376.1,417.8,36.4,9063.0,2596.0,9352.0
PRM-00949,STG-00950,WL-031,5251.0,2566.0,2263.0,2988.0,75.3,82.3,1.21,475.7,315.9,41.6,6180.0,2500.0,7227.0
PRM-00950,STG-00951,WL-031,7149.0,3236.0,3042.0,4107.0,84.8,97.1,1.42,282.1,388.9,60.4,8326.0,1334.0,8810.0
PRM-00951,STG-00952,WL-031,7989.0,4474.0,4075.0,3914.0,77.3,79.4,1.39,548.0,292.0,60.1,8597.0,1302.0,9819.0
PRM-00952,STG-00953,WL-031,7811.0,3579.0,3059.0,4752.0,67.1,67.2,1.6,220.9,356.7,74.5,8973.0,1785.0,9781.0
PRM-00953,STG-00954,WL-031,7285.0,3570.0,3100.0,4185.0,73.8,83.1,1.8,297.6,507.2,39.9,7884.0,1259.0,8926.0
PRM-00954,STG-00955,WL-031,7435.0,3432.0,3238.0,4197.0,98.4,101.6,2.26,380.2,459.2,68.5,8576.0,2592.0,9732.0
PRM-00955,STG-00956,WL-031,8168.0,4100.0,3529.0,4639.0,91.0,103.8,1.02,623.8,299.5,46.6,9214.0,1826.0,10628.0
PRM-00956,STG-00957,WL-031,8408.0,4862.0,4577.0,3831.0,77.4,86.2,1.26,314.7,456.6,44.1,9949.0,1820.0,10484.0
PRM-00957,STG-00958,WL-031,6962.0,4001.0,3758.0,3204.0,67.5,69.2,2.07,503.5,399.8,51.8,8180.0,1231.0,8574.0
PRM-00958,STG-00959,WL-031,8540.0,4686.0,4093.0,4447.0,83.2,88.7,1.56,352.2,492.5,41.2,9730.0,1601.0,10374.0
PRM-00959,STG-00960,WL-031,6929.0,3608.0,3222.0,3707.0,61.1,69.0,0.68,488.6,433.4,62.8,7284.0,2187.0,8523.0
PRM-00960,STG-00961,WL-031,9071.0,4405.0,3861.0,5210.0,77.5,82.7,2.21,244.8,239.1,63.5,10036.0,2684.0,10665.0
PRM-00961,STG-00962,WL-031,7768.0,3928.0,3403.0,4365.0,88.4,89.1,0.95,475.2,422.4,39.8,9240.0,2083.0,10064.0
PRM-00962,STG-00963,WL-031,8260.0,4330.0,3701.0,4559.0,97.8,105.9,2.0,561.9,450.2,53.7,9823.0,1612.0,10030.0
PRM-00963,STG-00964,WL-031,6128.0,3136.0,2841.0,3287.0,69.7,78.7,0.76,248.2,497.7,68.2,6694.0,2076.0,7711.0
PRM-00964,STG-00965,WL-031,7356.0,3745.0,3324.0,4032.0,72.1,80.8,1.42,516.0,270.7,68.4,8059.0,1950.0,9730.0
PRM-00965,STG-00966,WL-031,10423.0,4773.0,4335.0,6088.0,56.7,61.4,0.94,392.5,430.7,69.4,11103.0,1755.0,12461.0
PRM-00966,STG-00967,WL-031,7053.0,4023.0,3456.0,3597.0,76.0,81.9,0.88,309.0,460.8,37.6,7783.0,2162.0,9109.0
PRM-00967,STG-00968,WL-031,7990.0,4080.0,3857.0,4133.0,77.2,87.0,0.95,345.0,347.2,40.8,8425.0,2694.0,10017.0
PRM-00968,STG-00969,WL-031,8695.0,4323.0,3741.0,4954.0,79.3,80.9,2.44,471.6,428.3,43.2,10130.0,1673.0,10216.0
PRM-00969,STG-00970,WL-031,7661.0,4532.0,3959.0,3702.0,66.8,71.0,0.52,471.3,265.2,71.8,9054.0,1931.0,9572.0
PRM-00970,STG-00971,WL-031,6244.0,2859.0,2565.0,3679.0,97.6,104.8,0.87,744.4,250.7,35.7,6695.0,1805.0,8428.0
PRM-00971,STG-00972,WL-031,7769.0,3762.0,3320.0,4449.0,76.9,78.4,1.61,294.6,509.4,54.6,9028.0,1376.0,9694.0
PRM-00972,STG-00973,WL-031,5984.0,3451.0,3105.0,2879.0,84.1,84.6,1.41,590.6,329.3,70.7,7179.0,1490.0,7604.0
PRM-00973,STG-00974,WL-031,7372.0,3476.0,3216.0,4156.0,86.4,92.2,1.82,635.8,494.2,59.5,8502.0,2020.0,9348.0
PRM-00974,STG-00975,WL-031,8136.0,4447.0,4011.0,4125.0,84.5,93.1,1.94,374.8,417.3,53.0,8838.0,1202.0,10196.0
PRM-00975,STG-00976,WL-031,9105.0,4904.0,4267.0,4838.0,98.9,99.9,1.22,368.9,324.1,65.9,9901.0,2174.0,11293.0
PRM-00976,STG-00977,WL-031,8346.0,4311.0,3735.0,4611.0,71.4,71.7,2.29,283.1,499.3,38.6,9122.0,2756.0,10405.0
PRM-00977,STG-00978,WL-031,7435.0,3762.0,3552.0,3883.0,95.5,107.7,1.41,603.3,294.5,68.7,8378.0,2463.0,9114.0
PRM-00978,STG-00979,WL-031,7732.0,3817.0,3536.0,4196.0,91.8,94.1,1.48,481.2,191.3,60.3,8218.0,2715.0,9524.0
PRM-00979,STG-00980,WL-031,7535.0,3647.0,3370.0,4165.0,65.2,70.1,2.39,225.6,443.2,54.0,8036.0,2096.0,9282.0
PRM-00980,STG-00981,WL-031,6608.0,3752.0,3398.0,3210.0,64.9,72.6,0.88,460.1,255.6,47.6,7022.0,1943.0,8856.0
PRM-00981,STG-00982,WL-031,7277.0,3517.0,3338.0,3939.0,68.8,77.1,2.39,543.2,534.0,42.5,7872.0,1744.0,9095.0
PRM-00982,STG-00983,WL-032,6837.0,4009.0,3517.0,3320.0,93.1,94.2,0.83,744.5,502.9,61.3,7849.0,1352.0,8656.0
PRM-00983,STG-00984,WL-032,7973.0,4775.0,4096.0,3877.0,87.1,90.7,1.96,541.4,256.2,45.0,8652.0,1508.0,10048.0
PRM-00984,STG-00985,WL-032,8296.0,3962.0,3390.0,4906.0,78.6,90.1,0.53,586.3,356.9,66.6,9321.0,1339.0,10388.0
PRM-00985,STG-00986,WL-032,7073.0,3988.0,3696.0,3377.0,67.6,75.7,1.64,258.9,481.5,70.2,8421.0,1849.0,9142.0
PRM-00986,STG-00987,WL-032,8034.0,4815.0,4219.0,3815.0,60.5,62.5,1.21,353.7,281.7,63.4,8538.0,2387.0,10227.0
PRM-00987,STG-00988,WL-032,8287.0,4041.0,3789.0,4498.0,70.1,79.1,1.76,466.4,462.0,73.6,9424.0,2654.0,10596.0
PRM-00988,STG-00989,WL-032,7476.0,4259.0,3744.0,3732.0,65.1,66.3,1.29,223.1,278.1,67.2,7860.0,1700.0,9150.0
PRM-00989,STG-00990,WL-032,7920.0,4264.0,3903.0,4017.0,70.2,71.5,1.02,278.3,359.4,42.0,8610.0,2758.0,9817.0
PRM-00990,STG-00991,WL-032,6351.0,3325.0,2959.0,3392.0,63.0,64.3,0.57,450.9,352.0,62.5,7614.0,1833.0,8476.0
PRM-00991,STG-00992,WL-032,7940.0,4720.0,4072.0,3868.0,93.3,100.5,1.43,617.6,452.8,46.2,8529.0,1882.0,9571.0
PRM-00992,STG-00993,WL-032,7174.0,3800.0,3604.0,3570.0,65.9,66.9,0.78,356.5,395.0,46.4,8468.0,1316.0,9550.0
PRM-00993,STG-00994,WL-032,8981.0,4748.0,4181.0,4800.0,76.3,86.4,1.12,407.6,287.7,64.0,10332.0,2478.0,10738.0
PRM-00994,STG-00995,WL-032,6896.0,3913.0,3483.0,3413.0,72.4,73.1,1.79,399.0,507.0,55.6,7599.0,2276.0,9347.0
PRM-00995,STG-00996,WL-032,9286.0,4855.0,4250.0,5036.0,78.6,89.4,1.81,369.7,215.2,61.8,9769.0,1527.0,11469.0
PRM-00996,STG-00997,WL-032,7988.0,3945.0,3589.0,4399.0,97.2,99.0,1.61,643.4,437.4,73.5,8535.0,1608.0,10302.0
PRM-00997,STG-00998,WL-032,7880.0,4277.0,4030.0,3850.0,93.5,94.0,1.53,329.9,317.7,69.2,8547.0,2558.0,9519.0
PRM-00998,STG-00999,WL-032,8255.0,4301.0,4054.0,4201.0,89.9,95.9,2.11,335.3,452.4,41.9,8727.0,1594.0,9898.0
PRM-00999,STG-01000,WL-032,7656.0,4086.0,3813.0,3843.0,67.4,73.4,0.58,357.8,189.9,49.3,9066.0,1312.0,10136.0
PRM-01000,STG-01001,WL-032,6557.0,3619.0,3131.0,3426.0,90.5,94.3,1.36,571.7,499.3,38.7,7092.0,1582.0,8975.0
PRM-01001,STG-01002,WL-032,7846.0,3623.0,3441.0,4405.0,77.1,85.8,1.56,370.5,513.2,73.8,9165.0,2741.0,10053.0
PRM-01002,STG-01003,WL-032,9660.0,5284.0,4985.0,4675.0,40.5,40.7,1.05,219.1,392.8,65.8,11190.0,2742.0,12091.0
PRM-01003,STG-01004,WL-032,6902.0,3895.0,3609.0,3293.0,80.8,91.7,0.91,502.3,380.7,66.6,7449.0,2159.0,8734.0
PRM-01004,STG-01005,WL-032,6798.0,4038.0,3480.0,3318.0,75.2,76.4,0.52,482.6,282.7,38.1,7743.0,1503.0,8659.0
PRM-01005,STG-01006,WL-032,6712.0,3888.0,3460.0,3252.0,77.0,85.7,2.33,499.3,363.0,37.9,7138.0,2243.0,8699.0
PRM-01006,STG-01007,WL-032,8655.0,4545.0,3979.0,4676.0,99.3,110.8,2.16,387.0,518.1,45.6,9359.0,2711.0,10174.0
PRM-01007,STG-01008,WL-032,6162.0,3665.0,3244.0,2918.0,66.0,68.1,2.14,275.0,279.8,58.4,6792.0,2252.0,7678.0
PRM-01008,STG-01009,WL-032,8517.0,4967.0,4365.0,4152.0,69.8,74.1,1.65,309.6,464.3,56.0,9115.0,1242.0,10170.0
PRM-01009,STG-01010,WL-032,7238.0,3938.0,3378.0,3860.0,62.9,64.7,0.88,410.0,303.0,71.5,7621.0,2245.0,9122.0
PRM-01010,STG-01011,WL-032,8211.0,3970.0,3536.0,4675.0,93.9,107.8,1.48,429.1,484.6,65.8,9811.0,2023.0,10185.0
PRM-01011,STG-01012,WL-032,8884.0,5005.0,4654.0,4230.0,95.2,98.2,2.43,303.9,298.0,56.8,9568.0,1756.0,11315.0
PRM-01012,STG-01013,WL-032,10097.0,5442.0,4728.0,5369.0,33.6,37.6,1.15,212.2,387.4,73.9,10927.0,1499.0,12052.0
PRM-01013,STG-01014,WL-032,6707.0,3770.0,3565.0,3142.0,71.3,75.5,0.54,529.4,379.2,51.8,8017.0,2311.0,8926.0
PRM-01014,STG-01015,WL-032,7831.0,4333.0,3809.0,4022.0,95.8,100.2,1.9,669.5,451.9,66.3,8571.0,2100.0,9580.0
PRM-01015,STG-01016,WL-032,7544.0,4319.0,3752.0,3792.0,64.4,69.6,2.16,279.1,402.3,46.3,8287.0,1762.0,9107.0
PRM-01016,STG-01017,WL-032,6568.0,3592.0,3301.0,3267.0,74.2,75.5,1.85,476.2,449.7,61.3,7172.0,1246.0,8483.0
PRM-01017,STG-01018,WL-032,8677.0,4469.0,3940.0,4737.0,78.7,79.4,1.91,282.9,292.1,62.5,9850.0,1759.0,10882.0
PRM-01018,STG-01019,WL-032,5946.0,3132.0,2706.0,3240.0,85.5,87.5,1.82,456.8,284.7,60.6,7022.0,1855.0,7616.0
PRM-01019,STG-01020,WL-032,9388.0,5290.0,4952.0,4436.0,93.3,93.5,2.26,539.2,403.8,39.3,9988.0,2340.0,10958.0
PRM-01020,STG-01021,WL-032,4800.0,2384.0,2211.0,2589.0,94.8,95.2,0.84,754.9,308.5,61.9,5628.0,2692.0,7176.0
PRM-01021,STG-01022,WL-032,7140.0,3555.0,3055.0,4085.0,83.5,87.4,0.65,429.3,273.0,70.0,7869.0,2099.0,9073.0
PRM-01022,STG-01023,WL-032,7887.0,3900.0,3506.0,4381.0,85.1,95.5,1.34,574.7,199.3,39.0,8364.0,1446.0,10151.0
PRM-01023,STG-01024,WL-032,7466.0,4171.0,3865.0,3601.0,82.6,92.7,1.44,366.3,509.3,67.5,8559.0,1933.0,9831.0
PRM-01024,STG-01025,WL-032,8014.0,4074.0,3565.0,4449.0,64.8,69.5,0.66,291.8,235.0,63.1,9600.0,1906.0,10032.0
PRM-01025,STG-01026,WL-032,7194.0,3800.0,3231.0,3963.0,81.6,82.8,1.54,556.6,179.7,39.1,8314.0,1528.0,9589.0
PRM-01026,STG-01027,WL-033,9725.0,5120.0,4788.0,4937.0,35.3,37.6,2.11,110.3,509.3,65.3,10354.0,1264.0,11978.0
PRM-01027,STG-01028,WL-033,7645.0,3928.0,3527.0,4118.0,99.8,112.2,0.69,667.3,497.0,67.7,9078.0,1677.0,10095.0
PRM-01028,STG-01029,WL-033,8490.0,4423.0,4179.0,4311.0,93.2,94.0,1.96,670.1,254.9,70.9,9302.0,2000.0,10412.0
PRM-01029,STG-01030,WL-033,7294.0,3470.0,3014.0,4280.0,74.3,79.8,0.89,551.7,252.8,66.9,8281.0,2629.0,9431.0
PRM-01030,STG-01031,WL-033,8376.0,4334.0,4021.0,4355.0,87.6,90.8,0.64,576.9,498.6,65.7,8811.0,1548.0,9941.0
PRM-01031,STG-01032,WL-033,8489.0,4814.0,4333.0,4156.0,90.2,99.7,2.13,315.2,178.0,41.2,9741.0,1335.0,10170.0
PRM-01032,STG-01033,WL-033,9208.0,4345.0,3792.0,5416.0,67.4,71.4,0.91,208.3,265.8,61.2,10273.0,2442.0,11427.0
PRM-01033,STG-01034,WL-033,7231.0,3391.0,2933.0,4298.0,62.0,62.2,2.26,281.2,206.3,60.1,8224.0,2779.0,9618.0
PRM-01034,STG-01035,WL-033,6083.0,3008.0,2591.0,3492.0,66.1,68.5,0.78,299.8,225.9,47.3,7265.0,2126.0,8571.0
PRM-01035,STG-01036,WL-033,6516.0,3296.0,2849.0,3667.0,78.3,89.4,1.15,528.8,244.9,74.5,6886.0,1441.0,8440.0
PRM-01036,STG-01037,WL-033,7107.0,3336.0,2867.0,4240.0,78.3,83.3,1.04,591.9,308.3,74.3,7813.0,2602.0,9450.0
PRM-01037,STG-01038,WL-033,6595.0,3910.0,3353.0,3242.0,91.6,98.0,1.82,584.8,497.4,74.6,7686.0,2739.0,8875.0
PRM-01038,STG-01039,WL-033,7804.0,4402.0,4113.0,3691.0,80.9,89.1,2.35,608.9,485.6,47.2,8236.0,2697.0,9890.0
PRM-01039,STG-01040,WL-033,8053.0,3984.0,3711.0,4342.0,66.0,72.4,2.16,226.2,489.9,49.6,8823.0,1214.0,10387.0
PRM-01040,STG-01041,WL-033,7684.0,4039.0,3746.0,3938.0,81.1,81.7,2.35,569.5,188.2,36.5,8564.0,1301.0,9973.0
PRM-01041,STG-01042,WL-033,6921.0,3664.0,3410.0,3511.0,61.2,65.2,0.58,364.0,406.0,57.2,8097.0,2177.0,8646.0
PRM-01042,STG-01043,WL-033,8743.0,4897.0,4628.0,4115.0,84.8,91.6,2.44,621.1,250.3,61.9,9311.0,1809.0,11012.0
PRM-01043,STG-01044,WL-033,8596.0,4780.0,4539.0,4057.0,61.6,69.9,1.59,207.0,209.5,35.8,10133.0,2671.0,10450.0
PRM-01044,STG-01045,WL-033,7137.0,3913.0,3383.0,3754.0,73.6,82.8,1.15,445.1,335.4,48.9,7922.0,2630.0,9134.0
PRM-01045,STG-01046,WL-033,8875.0,4718.0,4234.0,4641.0,98.3,112.6,2.27,343.5,239.9,49.9,9813.0,1512.0,10489.0
PRM-01046,STG-01047,WL-033,8181.0,4871.0,4620.0,3561.0,90.9,95.5,0.99,580.3,191.4,47.5,9702.0,2136.0,9896.0
PRM-01047,STG-01048,WL-033,8106.0,4729.0,4204.0,3902.0,99.7,107.5,0.67,743.7,499.5,71.6,9695.0,1619.0,9819.0
PRM-01048,STG-01049,WL-033,7595.0,3433.0,2932.0,4663.0,76.5,86.1,0.65,431.8,328.2,43.4,8349.0,2592.0,9841.0
PRM-01049,STG-01050,WL-033,6857.0,3311.0,3068.0,3789.0,62.9,67.1,1.93,291.7,322.8,48.8,7664.0,2398.0,9259.0
PRM-01050,STG-01051,WL-033,7528.0,3425.0,3231.0,4297.0,78.7,86.1,2.27,544.7,311.9,72.4,8759.0,1365.0,9259.0
PRM-01051,STG-01052,WL-033,6986.0,3557.0,3364.0,3622.0,66.8,71.1,1.49,502.8,353.0,66.4,8322.0,2603.0,8695.0
PRM-01052,STG-01053,WL-033,5756.0,2935.0,2648.0,3108.0,74.4,85.4,2.15,452.5,345.8,37.4,6465.0,2438.0,7407.0
PRM-01053,STG-01054,WL-033,7455.0,4039.0,3566.0,3889.0,69.6,75.8,2.23,418.6,299.0,42.3,8146.0,1867.0,9309.0
PRM-01054,STG-01055,WL-033,9453.0,5057.0,4683.0,4770.0,86.2,97.2,1.12,364.9,223.7,45.3,10503.0,1998.0,11486.0
PRM-01055,STG-01056,WL-033,7988.0,4385.0,3933.0,4055.0,61.7,69.4,1.94,219.8,199.6,53.0,8566.0,2776.0,10377.0
PRM-01056,STG-01057,WL-033,7128.0,3404.0,3010.0,4118.0,97.7,102.6,1.56,535.1,495.8,74.4,8042.0,1425.0,8848.0
PRM-01057,STG-01058,WL-034,8639.0,4512.0,4187.0,4452.0,61.7,65.0,1.43,483.0,333.4,74.3,9305.0,2146.0,10229.0
PRM-01058,STG-01059,WL-034,7681.0,4015.0,3572.0,4109.0,93.4,107.3,2.37,633.9,547.1,41.2,8357.0,1342.0,9453.0
PRM-01059,STG-01060,WL-034,8538.0,4826.0,4350.0,4188.0,94.1,104.1,2.06,584.9,412.9,50.6,10042.0,2284.0,10736.0
PRM-01060,STG-01061,WL-034,8307.0,4052.0,3805.0,4502.0,75.2,79.1,2.06,323.4,361.0,49.8,9830.0,1943.0,10323.0
PRM-01061,STG-01062,WL-034,7575.0,3787.0,3552.0,4023.0,71.1,79.4,1.81,384.6,221.3,42.6,8742.0,2164.0,9260.0
PRM-01062,STG-01063,WL-034,6996.0,3882.0,3594.0,3402.0,85.5,93.4,1.56,318.9,464.4,66.5,7697.0,2610.0,9111.0
PRM-01063,STG-01064,WL-034,6244.0,3580.0,3176.0,3068.0,81.9,90.5,0.94,649.4,379.7,54.0,7339.0,2285.0,8429.0
PRM-01064,STG-01065,WL-034,7844.0,3918.0,3387.0,4457.0,81.4,88.2,0.77,443.1,378.2,60.9,8695.0,1998.0,10220.0
PRM-01065,STG-01066,WL-034,7907.0,3687.0,3202.0,4705.0,91.7,102.2,0.84,560.8,190.1,51.2,9337.0,2040.0,9429.0
PRM-01066,STG-01067,WL-034,7027.0,3994.0,3776.0,3251.0,66.7,70.4,1.19,271.2,461.7,68.2,7579.0,2491.0,9184.0
PRM-01067,STG-01068,WL-034,7763.0,3718.0,3236.0,4527.0,72.1,79.1,0.76,220.5,319.9,74.8,8165.0,2065.0,9837.0
PRM-01068,STG-01069,WL-034,7510.0,3992.0,3556.0,3954.0,78.9,79.5,1.04,326.1,197.4,57.0,8232.0,2054.0,9144.0
PRM-01069,STG-01070,WL-034,8194.0,4834.0,4405.0,3789.0,95.8,97.2,0.88,341.2,305.1,49.2,8912.0,2665.0,10547.0
PRM-01070,STG-01071,WL-034,8031.0,4735.0,4101.0,3930.0,97.3,107.2,2.44,686.5,223.4,56.7,8455.0,1299.0,10419.0
PRM-01071,STG-01072,WL-034,9582.0,5561.0,5175.0,4407.0,74.3,79.1,2.28,416.9,398.9,39.5,10684.0,1932.0,11633.0
